question,answer,label,preds,em,f1,acc,wall_time,total_tokens,steps,tool_cost,token_cost,total_cost
"Smith’s Bakery sold 6 more than four times the number of pies that Mcgee’s Bakery sold. If Mcgee’s Bakery sold 16 pies, how many pies did Smith’s Bakery sell?","Four times the number of pies that Mcgee’s sold is 16*4=<<16*4=64>>64 pies
Smith’s Bakery sold 64+6=<<64+6=70>>70 pies
#### 70",70, 70,True,1.0,1,8.00056505203247,443,3,0,0.000886,0.000886
"Brendan can cut 8 yards of grass per day, he bought a lawnmower and it helped him to cut more yards by Fifty percent per day. How many yards will Brendan be able to cut after a week?","The additional yard Brendan can cut after buying the lawnmower is 8 x 0.50 = <<8*0.50=4>>4 yards.
So, the total yards he can cut with the lawnmower is 8 + 4 = <<8+4=12>>12.
Therefore, the total number of yards he can cut in a week is 12 x 7 = <<12*7=84>>84 yards.
#### 84",84, 84,True,1.0,1,7.750402450561523,454,3,0,0.000908,0.000908
"Abigail has a report due tomorrow which needs to be 1000 words in length. Abigail can type 300 words in half an hour. If she has already written 200 words, how many more minutes will it take her to finish the report?","She needs to type an additional 1000 – 200 = <<1000-200=800>>800 words.
In one minute she can type 300 words / 30 = <<300/30=10>>10 words.
It will take her 800 / 10 = <<800/10=80>>80 more minutes to finish typing the report.
#### 80",80, 170.1 minutes,False,0.0,0,10.609791994094849,510,4,0,0.0010199999999999999,0.0010199999999999999
Maia is a freelance blogger working for different clients for whom she writes different articles every day. She gets 6 client requests every day and works on four of them each day. How many client requests will she have remaining to work on after 5 days.,"If she receives 6 job requests every day and works on 4 every day, she remains with 6-4 = <<6-4=2>>2 requests.
After 5 days, she will be remaining with 5*2 = <<5*2=10>>10 requests which she hasn't worked on.
#### 10",10, 10.,True,1.0,1,9.555465936660767,487,4,0,0.0009739999999999999,0.0009739999999999999
"Lanie has been sick and was only able to work 4/5 of her usual 40-hour week. If her hourly rate is $15, how much was her salary for that week?","Lanie was only able to work for 40 * 4/5 = <<40*4/5=32>>32 hours in that week.
Thus, her salary was 15 * 32 = $<<15*32=480>>480.
#### 480",480, $480.,True,1.0,1,5.84881591796875,420,2,0,0.0008399999999999999,0.0008399999999999999
"Job is a farmer who rears cattle and grows crops. In total he has 150 hectares of land. 25 hectares are occupied by his house and farm machinery, and 15 hectares have been reserved for future expansion. 40 hectares are dedicated to rearing cattle. Assuming the rest of his land is used for crops, how many hectares of land does Job use for crop production?","Job uses 25 + 15 + 40 = <<25+15+40=80>>80 hectares of land for non-crop purposes.
Thus he uses 150 - 80 = <<150-80=70>>70 hectares for crop production.
#### 70",70, 70 hectares.,False,0.6666666666666666,1,8.444647312164307,501,2,0,0.0010019999999999999,0.0010019999999999999
Jerome has 20 classmates on his cell phone contact list.  He has half as many out of school friends as classmates on his contact list.  He also has his two parents and his sister on his contact list.  How many people are on Jerome's contact list?,"Jerome has 20 classmates on the list, and has half as many out of school friends on there so he has 20/2=<<20/2=10>>10 out of school friends on the contact list
He has 2 parents and 1 sister on the contact list, for 2+1= <<2+1=3>>3 family members on the contact list.
Adding the classmates, out of school friends and family members together we get 20+10+3=<<20+10+3=33>>33 people on his contact list
#### 33",33, 33,True,1.0,1,7.475420951843262,461,3,0,0.000922,0.000922
Farmer Brown fed 7 chickens and 5 sheep. How many total legs were there among the animals he fed?,"The chickens had 7*2=<<7*2=14>>14 legs.
The sheep had 5*4=<<5*4=20>>20 legs.
There were 14+20=<<14+20=34>>34 legs.
#### 34",34, 34,True,1.0,1,7.771401405334473,429,3,0,0.0008579999999999999,0.0008579999999999999
"A teacher asked Adelaide, Ephraim, and Kolton to buy ducks and monitor their growth patterns and features for their science class. Adelaide bought twice the number of ducks that Ephraim bought, while Ephraim bought 45 fewer ducks than Kolton. If Adelaide bought 30 ducks, what's the average number of ducks the three bought?","If Adelaide bought 30 ducks, Ephraim bought 30 ducks / 2 = <<30/2=15>>15 ducks.
Since Ephraim bought 45 fewer ducks than Kolton, Kolton bought 45 ducks + 15 ducks = <<45+15=60>>60 ducks
The total number of ducks the three bought is 60 ducks + 15 ducks + 30 ducks = <<60+15+30=105>>105 ducks
The average number of ducks each bought is 105 ducks / 3 people = <<105/3=35>>35 ducks/person
#### 35",35, 35.,True,1.0,1,8.968656539916992,536,3,0,0.001072,0.001072
"Devin teaches one math course per year. He taught Calculus for 4 years, Algebra for twice as many years, and Statistics for 5 times as long as he taught Algebra. How many years has Devin taught?","Calculus: <<4=4>>4 years
Algebra: 4(2)=8 years
Statistics: 8(5)=<<8*5=40>>40 years
Total number of years taught: 4+8+40=<<4+8+40=52>>52 years
#### 52",52, 52 years,False,0.6666666666666666,0,16.792546272277832,446,3,0,0.000892,0.000892
"The average speed for an hour drive is 66 miles per hour. If Felix wanted to drive twice as fast for 4 hours, how many miles will he cover?","If Felix drives twice as fast, he will be covering 2*66 = <<2*66=132>>132 miles per hour.
In four hours, driving at 132 miles per hour, since distance=speed*time, Felix will cover 132*4 = <<132*4=528>>528 miles.
#### 528",528, 528 miles,False,0.6666666666666666,1,9.55980658531189,479,5,0,0.000958,0.000958
"An apartment building has 12 floors and half of them are full. The remaining floors are all at half-capacity. If each floor has 10 apartments and each apartment has four people, how many people are in the building?","Half the floors are full, so there are 12 floors * 0.5 = <<12*0.5=6>>6 floors that are full.
So the full floors contain 6 floors * 10 apartments = <<6*10=60>>60 apartments.
The remaining floors are at half-capacity, so there are 12 floors – 6 full floors = <<12-6=6>>6 half-full floors.
Each of these floors therefore contains 10 apartments * 0.5 = <<10*0.5=5>>5 apartments.
So on the half-full floors, there are a total of 6 floors * 5 apartments = <<6*5=30>>30 apartments.
In total, there are 30 + 60 = <<30+60=90>>90 filled apartments in the building.
This means there are 90 apartments * 4 people per apartment = <<90*4=360>>360 people in the building.
#### 360",360, 360,True,1.0,1,8.848137617111206,484,4,0,0.000968,0.000968
"Archibald eats 1 apple a day for two weeks. Over the next three weeks, he eats the same number of apples as the total of the first two weeks. Over the next two weeks, he eats 3 apples a day. Over these 7 weeks, how many apples does he average a week?","He ate 14 apples the first two weeks because 14 x 1 = 14
He ate 14 apples in the next three weeks because 14 = <<14=14>>14
He ate 42 apples in the final two weeks because 14 x 3 = <<14*3=42>>42
He ate 70 apples in total.
He averaged 10 apples a week because 70 / 7 = <<70/7=10>>10
#### 10",10, 14 apples/week,False,0.0,0,10.85622787475586,528,5,0,0.0010559999999999999,0.0010559999999999999
"Mr Castiel prepared 600 boar sausages on the weekend. He ate 2/5 of them on Monday, half of the remaining on Tuesday and saved the rest for Friday. If he ate 3/4 of the remaining boar sausages on Friday, how many sausages are left?","On Monday, Mr Castiel ate 2/5*600 = <<2/5*600=240>>240 sausages.
The remaining number of sausages after he ate 240 on Monday is 600-240 = <<600-240=360>>360
On Tuesday, he ate half of the remaining sausages, a total of 360/2 = <<360/2=180>>180.
The remaining number of sausages that he saved for Friday after eating 180 on Tuesday is 360-180 = <<360-180=180>>180.
On Friday, Mr Castiel ate 3/4*180 = <<3/4*180=135>>135 of the sausages he had kept.
The remaining number of sausages after he ate 135 on Friday is 180-135 = <<180-135=45>>45
#### 45",45, 45 sausages are left.,False,0.4,1,12.08304238319397,542,7,0,0.001084,0.001084
"Susan walked to the market to buy five dozen peaches.  To carry them home, she brought two identically-sized cloth bags and a much smaller knapsack.  Into the knapsack she placed half as many peaches as she placed in each of the two cloth bags. How many peaches did she put in the knapsack?","5 dozen peaches is 5*12=<<5*12=60>>60 peaches.
Let ""x"" be the number of peaches put into the knapsack.
Thus, the total number of peaches is x+(2*x)+(2*x)=60.
Simplifying the expression, we see that 5*x=60.
Dividing each side of the equation by 5, we see that x=12 peaches,
#### 12",12, 20.,False,0.0,0,13.994622945785522,591,5,0,0.0011819999999999999,0.0011819999999999999
"Bill has played 200 games of poker and won 63% of them. If he plays 100 more games and loses 43 of them, what is his new win percentage?","First find the total number of games Bill has won: 200 games * 63% = <<200*63*.01=126>>126 games
Then find how many of the next 100 games he wins by subtracting the number he loses from the total: 100 games - 43 games = <<100-43=57>>57 games
Then add his new wins to his old wins to find his total wins: 57 games + 126 games = <<57+126=183>>183 games
Then add the old total number of games to the new total number of games to find the overall total number of games: 200 games + 100 games = <<200+100=300>>300 games
Then divide the total number of games Bill won by the overall total number of games and multiply by 100% to find the percentage of games he won: 183 games / 300 games * 100% = 61%
#### 61",61, 61%,True,1.0,1,12.175297975540161,525,5,0,0.00105,0.00105
"Leo's assignment was divided into three parts. He finished the first part of his assignment in 25 minutes. It took him twice as long to finish the second part. If he was able to finish his assignment in 2 hours, how many minutes did Leo finish the third part of the assignment?","It took Leo 25 x 2 = <<25*2=50>>50 minutes to finish the second part of the assignment.
Leo finished the first and second parts of the assignment in 25 + 50 = <<25+50=75>>75 minutes.
He finished the entire assignment in 60 x 2 = <<60*2=120>>120 minutes.
Therefore, it took Leo 120 - 75 = <<120-75=45>>45 minutes to finish the third part of the assignment.
#### 45",45, 45,True,1.0,1,10.036970138549805,508,3,0,0.001016,0.001016
A bond paper ream has 500 sheets and costs $27. An office needs 5000 sheets of bond paper. How much will it cost to buy their needed sheets of paper?,"An office needs to buy 5000/500 = <<5000/500=10>>10 reams of bond paper.
So, it will cost 10 x $27 = $<<10*27=270>>270.
#### 270",270, $270,True,1.0,0,5.20088005065918,401,2,0,0.000802,0.000802
"Jan is making candy necklaces for herself and a few friends. Everyone receives a candy necklace each and each candy necklace is made up of 10 pieces of candies. The pieces of candies come from blocks of candy, which each produce 30 pieces of candy. If Jan breaks down 3 blocks of candy and every single piece of candy from this is used in the candy necklaces, how many friends receive a candy necklace?","There are a total of 3 blocks of candy * 30 pieces of candy per candy block = <<3*30=90>>90 pieces of candy.
Using this, Jan can create 90 pieces of candy / 10 pieces of candy per candy necklace = <<90/10=9>>9 candy necklaces.
As Jan is keeping a candy necklace too, there must have been enough candy necklaces for 9 candy necklaces – 1 candy necklace for Jan = <<9-1=8>>8 friends.
#### 8",8, At least 2 friends will receive a candy necklace.,False,0.0,0,9.139725923538208,510,3,0,0.0010199999999999999,0.0010199999999999999
"Janet has to drive 30 miles east from home to see her dermatologist and 50 miles west from home to see her gynecologist. If she has appointments with both doctors on the same day, how many gallons of gas does she use driving to both appointments and back home again, if her car gets 20 miles per gallon?","First find the total distance she drives to get to the dermatologist and back to her house: 30 miles * 2 = <<30*2=60>>60 miles
Then find the total distance she drives to get to the gynecologist and back to her house: 50 miles * 2 = <<50*2=100>>100 miles
Then add those two amounts to find how far she drives total: 60 miles + 100 miles = <<60+100=160>>160 miles
Then divide that distance by her car's gas mileage to find how many gallons of gas she needs: 160 miles / 20 miles/gallon = <<160/20=8>>8 gallons
#### 8",8, 8 gallons.,False,0.6666666666666666,1,8.306299448013306,484,2,0,0.000968,0.000968
"Karen is paddling her canoe up a river against the current. On a still pond, Karen can paddle 10 miles per hour. The river flows in the opposite direction at 4 miles per hour. If the river is 12 miles long, how many hours will it take Karen to paddle up it?","First find Karen's net speed by subtracting the speed of the current: 10 mph - 4 mph = <<10-4=6>>6 mph
Then divide the length of the river by Karen's speed to find how long it takes her to paddle up it: 12 miles / 6 mph = <<12/6=2>>2 hours
#### 2",2, 2 hours.,False,0.6666666666666666,1,13.321638107299805,558,4,0,0.001116,0.001116
